NoiseLevel,SNR_SwitchMed,SNR_MedFilt2
0.1,23.8248468771375,22.7654826578556
0.2,18.3615633011187,19.6520117304553
0.3,13.1284466759842,14.2806021460616
0.4,8.88830775025732,9.49079802137046
